ID,Type,Expected,Predicted,Confidence,Correct,Input_Text,Explanation
4036,Fake_Hidden,FAKE,REAL,0.79,FALSE,"Established firm looking for talent. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
4037,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Detected high-risk trigger: '.EXE'
4038,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. On-site gym.,Detected high-risk trigger: 'DEPOSIT'
4039,Fake_Hidden,FAKE,REAL,0.15,FALSE,Established firm looking for talent. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. On-site gym.,Verified corporate benefits found.
4040,Fake_Obvious,FAKE,FAKE,0.96,TRUE,Work from home make $5000 weekly. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
4041,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Work from home make $5000 weekly. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
4042,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
4043,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
4044,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Verified corporate benefits found.
4045,Edge_Case,REAL,REAL,0,TRUE,test 1234 jkl; test asdf jkl; qwer asdf 1234 qwer,Input ignored: Detected code/SQL syntax.
4046,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
4047,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. 401k matching up to 5%.,Detected high-risk trigger: 'TELEGRAM'
4048,Real_Corporate,REAL,REAL,0.71,TRUE,"Established firm looking for talent. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
4049,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
4050,Fake_Hidden,FAKE,REAL,0.15,FALSE,"Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
4051,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,Detected high-risk trigger: 'USDT'
4052,Fake_Obvious,FAKE,FAKE,0.82,TRUE,Urgent hiring for honest workers. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
4053,Fake_Hidden,FAKE,REAL,0.15,FALSE,Looking for a motivated individual. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
4054,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. 401k matching up to 5%.,Verified corporate benefits found.
4055,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
4056,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
4057,Fake_Obvious,FAKE,FAKE,0.95,TRUE,Urgent hiring for honest workers. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
4058,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
4059,Fake_Hidden,FAKE,FAKE,0.91,TRUE,We are a rapidly growing startup. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. 401k matching up to 5%.,Detected high-risk trigger: 'CHECK'
4060,Fake_Hidden,FAKE,REAL,0.15,FALSE,Established firm looking for talent. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
4061,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
4062,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"We are a rapidly growing startup. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'USDT'
4063,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Tuition reimbursement.,Verified corporate benefits found.
4064,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",Detected high-risk trigger: 'TELEGRAM'
4065,Fake_Obvious,FAKE,FAKE,0.98,TRUE,Work from home make $5000 weekly. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
4066,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
4067,Fake_Obvious,FAKE,FAKE,0.94,TRUE,Work from home make $5000 weekly. Optimization task require deposit of funds. Apply now.,Detected high-risk trigger: 'DEPOSIT'
4068,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'CHECK'
4069,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Tuition reimbursement.,Verified corporate benefits found.
4070,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
4071,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Detected high-risk trigger: '.EXE'
4072,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'DEPOSIT'
4073,Fake_Obvious,FAKE,FAKE,0.94,TRUE,No experience needed. Start today. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
4074,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
4075,Real_Corporate,REAL,REAL,0.54,TRUE,Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,No specific fraud patterns detected.
4076,Fake_Hidden,FAKE,REAL,0.15,FALSE,"We are a rapidly growing startup. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Hybrid work schedule and generous PTO.",Verified corporate benefits found.
4077,Real_Corporate,REAL,REAL,0.73,TRUE,Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,No specific fraud patterns detected.
4078,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Established firm looking for talent. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'TELEGRAM'
4079,Fake_Hidden,FAKE,REAL,0.79,FALSE,"Looking for a motivated individual. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
4080,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
4081,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
4082,Fake_Obvious,FAKE,FAKE,0.94,TRUE,No experience needed. Start today. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
4083,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
4084,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
4085,Real_Corporate,REAL,REAL,0.15,TRUE,"Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
4086,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
4087,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
4088,Real_Corporate,REAL,REAL,0.71,TRUE,"Join a Fortune 500 leader. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",No specific fraud patterns detected.
4089,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,Detected high-risk trigger: 'USDT'
4090,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Tuition reimbursement.,Detected high-risk trigger: 'USDT'
4091,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'DEPOSIT'
4092,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Detected high-risk trigger: 'DEPOSIT'
4093,Fake_Hidden,FAKE,REAL,0.15,FALSE,Established firm looking for talent. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Tuition reimbursement.,Verified corporate benefits found.
4094,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
4095,Real_Corporate,REAL,REAL,0.15,TRUE,"Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
4096,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. 401k matching up to 5%.,Verified corporate benefits found.
4097,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
4098,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Detected high-risk trigger: 'DEPOSIT'
4099,Edge_Case,REAL,REAL,0,TRUE,qwer zxcv qwer !!!! 1234 qwer test test 1234 jkl;,Input ignored: Detected code/SQL syntax.
4100,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'CHECK'
4101,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Salary paid daily in USDT/Crypto. Apply now.,Detected high-risk trigger: 'USDT'
4102,Fake_Obvious,FAKE,FAKE,0.98,TRUE,Work from home make $5000 weekly. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
4103,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. On-site gym.,Verified corporate benefits found.
4104,Real_Corporate,REAL,REAL,0.15,TRUE,"Established firm looking for talent. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Hybrid work schedule and generous PTO.",Verified corporate benefits found.
4105,Fake_Obvious,FAKE,FAKE,0.93,TRUE,No experience needed. Start today. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
4106,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'DEPOSIT'
4107,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
4108,Real_Corporate,REAL,REAL,0.73,TRUE,Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,No specific fraud patterns detected.
4109,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Tuition reimbursement.,Verified corporate benefits found.
4110,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Detected high-risk trigger: 'DEPOSIT'
4111,Real_Corporate,REAL,REAL,0.57,TRUE,"Join a Fortune 500 leader. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",No specific fraud patterns detected.
4112,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
4113,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Tuition reimbursement.,Verified corporate benefits found.
4114,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",Detected high-risk trigger: '.EXE'
4115,Real_Corporate,REAL,REAL,0.73,TRUE,Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,No specific fraud patterns detected.
4116,Fake_Hidden,FAKE,FAKE,0.91,TRUE,We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. 401k matching up to 5%.,Detected high-risk trigger: 'CHECK'
4117,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Verified corporate benefits found.
4118,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Detected high-risk trigger: '.EXE'
4119,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
4120,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
4121,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'CHECK'
4122,Fake_Hidden,FAKE,REAL,0.79,FALSE,Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,No specific fraud patterns detected.
4123,Fake_Hidden,FAKE,FAKE,0.91,TRUE,We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'CHECK'
4124,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Detected high-risk trigger: 'USDT'
4125,Fake_Hidden,FAKE,REAL,0.15,FALSE,Join a Fortune 500 leader. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. On-site gym.,Verified corporate benefits found.
4126,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Tuition reimbursement.,Detected high-risk trigger: 'DEPOSIT'
4127,Fake_Hidden,FAKE,FAKE,0.91,TRUE,"Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'CHECK'
4128,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
4129,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Verified corporate benefits found.
4130,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
4131,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
4132,Fake_Obvious,FAKE,FAKE,0.98,TRUE,Work from home make $5000 weekly. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
4133,Fake_Obvious,FAKE,FAKE,0.98,TRUE,Work from home make $5000 weekly. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
4134,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Tuition reimbursement.,Detected high-risk trigger: 'TELEGRAM'
4135,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
4136,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
4137,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Verified corporate benefits found.
4138,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
4139,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. 401k matching up to 5%.,Detected high-risk trigger: 'TELEGRAM'
4140,Real_Corporate,REAL,REAL,0.73,TRUE,Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Tuition reimbursement.,No specific fraud patterns detected.
4141,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
4142,Real_Corporate,REAL,REAL,0.57,TRUE,"Join a Fortune 500 leader. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
4143,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
4144,Fake_Obvious,FAKE,FAKE,0.95,TRUE,Urgent hiring for honest workers. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
4145,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. 401k matching up to 5%.,Verified corporate benefits found.
4146,Real_Corporate,REAL,REAL,0.71,TRUE,We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Tuition reimbursement.,No specific fraud patterns detected.
4147,Real_Corporate,REAL,REAL,0.15,TRUE,"Join a Fortune 500 leader. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Verified corporate benefits found.
4148,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,Detected high-risk trigger: 'DEPOSIT'
4149,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Salary paid daily in USDT/Crypto. Apply now.,Detected high-risk trigger: 'USDT'
4150,Real_Corporate,REAL,REAL,0.71,TRUE,"Looking for a motivated individual. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",No specific fraud patterns detected.
4151,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
